Period	Document Number	Item	Transaction Bin Quantity	Transfer Type	Source Bin Number	Destination Bin Number
Jan 2024	BINT104210	31S-9	60	Inbound Staging	QDCIN2	Q170429
Jan 2024	BINT104211	31S-9	60	Inbound Staging	QDCIN2	Q170430
Jan 2024	BINT104212	31S-9	60	Inbound Staging	QDCIN2	Q170431
Jan 2024	BINT104213	31S-9	60	Inbound Staging	QDCIN2	Q170432
Jan 2024	BINT104214	31S-9	60	Inbound Staging	QDCIN2	Q170433
Jan 2024	BINT104215	31S-9	60	Inbound Staging	QDCIN2	Q180454
Jan 2024	BINT104216	31S-9	60	Inbound Staging	QDCIN2	Q180453
Jan 2024	BINT104217	31S-9	60	Inbound Staging	QDCIN2	Q180452
Jan 2024	BINT104218	31S-9	60	Inbound Staging	QDCIN2	Q180451
Jan 2024	BINT104219	31S-9	60	Inbound Staging	QDCIN2	Q180450
Jan 2024	BINT104220	31S-9	60	Inbound Staging	QDCIN2	Q180449
Jan 2024	BINT104221	31S-9	60	Inbound Staging	QDCIN2	Q180448
Jan 2024	BINT104222	31S-9	60	Inbound Staging	QDCIN2	Q180447
Jan 2024	BINT104223	31S-9	60	Inbound Staging	QDCIN2	Q180446
Jan 2024	BINT104224	31S-9	60	Inbound Staging	QDCIN2	Q180445
Jan 2024	BINT104225	31S-9	60	Inbound Staging	QDCIN2	Q180444
Jan 2024	BINT104226	31S-9	60	Inbound Staging	QDCIN2	Q180443
Jan 2024	BINT104227	31S-9	60	Inbound Staging	QDCIN2	Q180442
Jan 2024	BINT104229	31S-9	60	Inbound Staging	QDCIN2	Q180441
Jan 2024	BINT104230	31S-9	60	Inbound Staging	QDCIN2	Q180429
Jan 2024	BINT104231	31S-9	60	Inbound Staging	QDCIN2	Q180430
Jan 2024	BINT104232	31S-9	60	Inbound Staging	QDCIN2	Q180431
Jan 2024	BINT104234	31S-9	60	Inbound Staging	QDCIN2	Q180432
Jan 2024	BINT104235	31S-9	60	Inbound Staging	QDCIN2	Q180433
Jan 2024	BINT104236	31S-9	60	Inbound Staging	QDCIN2	Q180434
Jan 2024	BINT104237	31S-9	60	Inbound Staging	QDCIN2	Q180435
Jan 2024	BINT104238	31S-9	60	Inbound Staging	QDCIN2	Q180436
Jan 2024	BINT104239	31S-9	60	Inbound Staging	QDCIN2	Q180437
Jan 2024	BINT104240	31S-9	60	Inbound Staging	QDCIN2	Q180438
Jan 2024	BINT104241	31S-9	60	Inbound Staging	QDCIN2	Q180439
Jan 2024	BINT104242	31S-9	60	Inbound Staging	QDCIN2	Q180440
Jan 2024	BINT104249	65-7MF	72	Inbound Staging	QDCIN2	Q200354
Jan 2024	BINT104250	65-7MF	72	Inbound Staging	QDCIN2	Q200353
Jan 2024	BINT104251	65-7MF	72	Inbound Staging	QDCIN2	Q200453
Jan 2024	BINT104252	65-7MF	72	Inbound Staging	QDCIN2	Q200352
Jan 2024	BINT104253	65-7MF	72	Inbound Staging	QDCIN2	Q200351
Jan 2024	BINT104255	65-7MF	72	Inbound Staging	QDCIN2	Q200350
Jan 2024	BINT104256	65-7MF	72	Inbound Staging	QDCIN2	Q190253
Jan 2024	BINT104257	65-7MF	72	Inbound Staging	QDCIN2	Q190252
Jan 2024	BINT104258	65-7MF	72	Inbound Staging	QDCIN2	Q190251
Jan 2024	BINT104259	65-7MF	72	Inbound Staging	QDCIN2	Q200346
Jan 2024	BINT104260	65-7MF	72	Inbound Staging	QDCIN2	Q200447
Jan 2024	BINT104261	65-7MF	72	Inbound Staging	QDCIN2	Q200446
Jan 2024	BINT104276	96R-6MFCM	22	Inbound Staging	QDCIN2	Q210130
Jan 2024	BINT104277	24M-8	66	Inbound Staging	QDCIN2	Q190332
Jan 2024	BINT104279	26R-6MF	84	Inbound Staging	QDCIN2	Q190341
Jan 2024	BINT104280	24F-7CM	66	Inbound Staging	QDCIN2	Q190228
Jan 2024	BINT104281	36R-6MF	66	Inbound Staging	QDCIN2	Q200326
Jan 2024	BINT104282	H5-5CM	72	Inbound Staging	QDCIN2	Q220322
Jan 2024	BINT104284	24DC	66	Inbound Staging	QDCIN2	Q190325
Jan 2024	BINT104285	H8-5	45	Inbound Staging	QDCIN2	Q220224
Jan 2024	BINT104287	H8-5	45	Inbound Staging	QDCIN2	Q220225
Jan 2024	BINT104290	27M-8	36	Inbound Staging	QDCIN2	Q190149
Jan 2024	BINT104291	27DC	54	Inbound Staging	QDCIN2	Q190346
Jan 2024	BINT104292	H8-5	45	Inbound Staging	QDCIN2	Q220424
Jan 2024	BINT104293	H7-5CM	54	Inbound Staging	QDCIN2	Q220321
Jan 2024	BINT104294	H7-5CM	54	Inbound Staging	QDCIN2	Q220309
Jan 2024	BINT104295	H7-5CM	54	Inbound Staging	QDCIN2	Q220308
Jan 2024	BINT104296	H7-5CM	54	Inbound Staging	QDCIN2	Q220307
Jan 2024	BINT104297	H7-5CM	54	Inbound Staging	QDCIN2	Q220306
Jan 2024	BINT104298	H7-5CM	54	Inbound Staging	QDCIN2	Q220206
Jan 2024	BINT104041	31S-9	60	Inbound Staging	QDCIN2	Q160243
Jan 2024	BINT104042	31S-9	60	Inbound Staging	QDCIN2	Q160244
Jan 2024	BINT104043	31S-9	60	Inbound Staging	QDCIN2	Q160245
Jan 2024	BINT104044	31S-9	60	Inbound Staging	QDCIN2	Q160246
Jan 2024	BINT104045	31S-9	60	Inbound Staging	QDCIN2	Q160247
Jan 2024	BINT104046	31S-9	60	Inbound Staging	QDCIN2	Q160248
Jan 2024	BINT104047	31S-9	60	Inbound Staging	QDCIN2	Q160249
Jan 2024	BINT104048	31S-9	60	Inbound Staging	QDCIN2	Q160250
Jan 2024	BINT104049	31S-9	60	Inbound Staging	QDCIN2	Q160251
Jan 2024	BINT104050	31S-9	60	Inbound Staging	QDCIN2	Q160252
Jan 2024	BINT104051	31S-9	60	Inbound Staging	QDCIN2	Q160253
Jan 2024	BINT104052	31S-9	60	Inbound Staging	QDCIN2	Q160254
Jan 2024	BINT104066	31S-9	60	Inbound Staging	QDCIN2	Q160343
Jan 2024	BINT104067	31S-9	60	Inbound Staging	QDCIN2	Q160344
Jan 2024	BINT104068	31S-9	60	Inbound Staging	QDCIN2	Q160345
Jan 2024	BINT104070	31S-9	60	Inbound Staging	QDCIN2	Q160346
Jan 2024	BINT104072	31S-9	60	Inbound Staging	QDCIN2	Q160347
Jan 2024	BINT104073	31S-9	60	Inbound Staging	QDCIN2	Q160348
Jan 2024	BINT104074	31S-9	60	Inbound Staging	QDCIN2	Q160349
Jan 2024	BINT104075	31S-9	60	Inbound Staging	QDCIN2	Q160350
Jan 2024	BINT104076	31S-9	60	Inbound Staging	QDCIN2	Q160351
Jan 2024	BINT104077	31S-9	60	Inbound Staging	QDCIN2	Q160352
Jan 2024	BINT104078	31S-9	60	Inbound Staging	QDCIN2	Q160353
Jan 2024	BINT104079	31S-9	60	Inbound Staging	QDCIN2	Q160354
Jan 2024	BINT104080	31S-9	60	Inbound Staging	QDCIN2	Q160143
Jan 2024	BINT104081	31S-9	60	Inbound Staging	QDCIN2	Q160142
Jan 2024	BINT104111	31S-9	60	Inbound Staging	QDCIN2	Q160139
Jan 2024	BINT104112	31S-9	60	Inbound Staging	QDCIN2	Q160140
Jan 2024	BINT104113	31S-9	60	Inbound Staging	QDCIN2	Q160141
Jan 2024	BINT104114	31S-9	60	Inbound Staging	QDCIN2	Q160448
Jan 2024	BINT104115	31S-9	60	Inbound Staging	QDCIN2	Q160449
Jan 2024	BINT104116	31S-9	60	Inbound Staging	QDCIN2	Q160450
Jan 2024	BINT104117	31S-9	60	Inbound Staging	QDCIN2	Q160451
Jan 2024	BINT104118	31S-9	60	Inbound Staging	QDCIN2	Q160452
Jan 2024	BINT104120	31S-9	60	Inbound Staging	QDCIN2	Q160453
Jan 2024	BINT104121	31S-9	60	Inbound Staging	QDCIN2	Q160454
Jan 2024	BINT104133	31S-9	60	Inbound Staging	QDCIN2	Q160341
Jan 2024	BINT104135	31S-9	60	Inbound Staging	QDCIN2	Q160342
Jan 2024	BINT104136	31S-9	60	Inbound Staging	QDCIN2	Q160138
Jan 2024	BINT104137	31S-9	60	Inbound Staging	QDCIN2	Q160439
Jan 2024	BINT104138	31S-9	60	Inbound Staging	QDCIN2	Q160440
Jan 2024	BINT104139	31S-9	60	Inbound Staging	QDCIN2	Q160441
Jan 2024	BINT104140	31S-9	60	Inbound Staging	QDCIN2	Q160442
Jan 2024	BINT104141	31S-9	60	Inbound Staging	QDCIN2	Q160443
Jan 2024	BINT104142	31S-9	60	Inbound Staging	QDCIN2	Q160444
Jan 2024	BINT104143	31S-9	60	Inbound Staging	QDCIN2	Q160445
Jan 2024	BINT104144	31S-9	60	Inbound Staging	QDCIN2	Q160446
Jan 2024	BINT104145	31S-9	60	Inbound Staging	QDCIN2	Q160447
Jan 2024	BINT104146	31S-9	60	Inbound Staging	QDCIN2	Q160242
Jan 2024	BINT104147	31S-9	60	Inbound Staging	QDCIN2	Q160241
Jan 2024	BINT104148	31S-9	60	Inbound Staging	QDCIN2	Q160240
Jan 2024	BINT104149	31S-9	60	Inbound Staging	QDCIN2	Q160340
Jan 2024	BINT104150	31S-9	60	Inbound Staging	QDCIN2	Q160339
Jan 2024	BINT104151	31S-9	60	Inbound Staging	QDCIN2	Q160239
Jan 2024	BINT104155	31S-9	60	Inbound Staging	QDCIN2	Q160322
Jan 2024	BINT104156	31S-9	60	Inbound Staging	QDCIN2	Q160222
Jan 2024	BINT104158	31S-9	60	Inbound Staging	QDCIN2	Q160321
Jan 2024	BINT104159	31S-9	60	Inbound Staging	QDCIN2	Q160221
Jan 2024	BINT104161	31S-9	60	Inbound Staging	QDCIN2	Q160320
Jan 2024	BINT104162	31S-9	60	Inbound Staging	QDCIN2	Q160220
Jan 2024	BINT104169	31S-9	60	Inbound Staging	QDCIN2	Q170434
Jan 2024	BINT104170	31S-9	60	Inbound Staging	QDCIN2	Q170436
Jan 2024	BINT104171	31S-9	60	Inbound Staging	QDCIN2	Q170437
Jan 2024	BINT104173	31S-9	60	Inbound Staging	QDCIN2	Q170438
Jan 2024	BINT104174	31S-9	60	Inbound Staging	QDCIN2	Q170439
Jan 2024	BINT104175	31S-9	60	Inbound Staging	QDCIN2	Q170440
Jan 2024	BINT104176	31S-9	60	Inbound Staging	QDCIN2	Q170441
Jan 2024	BINT104177	31S-9	60	Inbound Staging	QDCIN2	Q170442
Jan 2024	BINT104178	31S-9	60	Inbound Staging	QDCIN2	Q170443
Jan 2024	BINT104179	31S-9	60	Inbound Staging	QDCIN2	Q170444
Jan 2024	BINT104180	31S-9	60	Inbound Staging	QDCIN2	Q170446
Jan 2024	BINT104181	31S-9	60	Inbound Staging	QDCIN2	Q170447
Jan 2024	BINT103985	CE-405M-54	3	Inbound Staging	QDCIN1	Q270342
Jan 2024	BINT103986	PS1228	1	Inbound Staging	QDCIN1	Q270143
Jan 2024	BINT103987	BT2100	5	Inbound Staging	QDCIN1	Q170218
Jan 2024	BINT103994	U1-4	195	Inbound Staging	QDCIN2	Q210243
Jan 2024	BINT103995	U1-4	195	Inbound Staging	QDCIN2	Q210242
Jan 2024	BINT103996	U1-4	195	Inbound Staging	QDCIN2	Q210351
Jan 2024	BINT103997	U1-4	195	Inbound Staging	QDCIN2	Q210352
Jan 2024	BINT103999	EFB8D	24	Inbound Staging	QDCIN2	Q250127
Jan 2024	BINT104000	EFB8D	24	Inbound Staging	QDCIN2	Q250227
Jan 2024	BINT104001	EFB8D	24	Inbound Staging	QDCIN2	Q250327
Jan 2024	BINT104002	EFB8D	24	Inbound Staging	QDCIN2	Q250328
Jan 2024	BINT104003	EFB8D	24	Inbound Staging	QDCIN2	Q250329
Jan 2024	BINT104004	EFB8D	24	Inbound Staging	QDCIN2	Q250330
Jan 2024	BINT104005	EFB8D	24	Inbound Staging	QDCIN2	Q250326
Jan 2024	BINT104006	EFB8D	24	Inbound Staging	QDCIN2	Q250331
Jan 2024	BINT104010	31S-9	60	Inbound Staging	QDCIN1	Q160144
Jan 2024	BINT104011	31S-9	60	Inbound Staging	QDCIN1	Q160145
Jan 2024	BINT104012	31S-9	60	Inbound Staging	QDCIN1	Q160146
Jan 2024	BINT104014	31S-9	60	Inbound Staging	QDCIN1	Q160147
Jan 2024	BINT104015	31S-9	60	Inbound Staging	QDCIN1	Q160148
Jan 2024	BINT104016	31S-9	60	Inbound Staging	QDCIN1	Q160149
Jan 2024	BINT104017	31S-9	60	Inbound Staging	QDCIN1	Q160150
Jan 2024	BINT104018	31S-9	60	Inbound Staging	QDCIN1	Q160151
Jan 2024	BINT104019	31S-9	60	Inbound Staging	QDCIN1	Q160152
Jan 2024	BINT104020	31S-9	60	Inbound Staging	QDCIN1	Q160153
Jan 2024	BINT104021	31S-9	60	Inbound Staging	QDCIN1	Q160154
Jan 2024	BINT104022	31S-9	57	Inbound Staging	QDCIN1	Q200210
Jan 2024	BINT103832	41-650	18	Inbound Staging	QDCIN1	Q270112
Jan 2024	BINT103833	26R-6MF	84	Inbound Staging	QDCIN1	Q190241
Jan 2024	BINT103834	78DT-7MF	66	Inbound Staging	QDCIN1	Q210209
Jan 2024	BINT103835	H8-850-AB	45	Inbound Staging	QDCIN1	Q220323
Jan 2024	BINT103836	H8-5CM	30	Inbound Staging	QDCIN1	Q220324
Jan 2024	BINT103838	H5-650	48	Inbound Staging	QDCIN1	Q220309
Jan 2024	BINT103839	H6-750	66	Inbound Staging	QDCIN1	Q220308
Jan 2024	BINT103840	75DT-7MF	72	Inbound Staging	QDCIN1	Q210207
Jan 2024	BINT103841	34-7CM	44	Inbound Staging	QDCIN1	Q200314
Jan 2024	BINT103842	H8-850	30	Inbound Staging	QDCIN1	Q220424
Jan 2024	BINT103844	H7-800	54	Inbound Staging	QDCIN1	Q210322
Jan 2024	BINT103847	H7-800	54	Inbound Staging	QDCIN1	Q210222
Jan 2024	BINT103848	78DT-7MF	66	Inbound Staging	QDCIN1	Q210413
Jan 2024	BINT103849	RV27	54	Inbound Staging	QDCIN1	Q210238
Jan 2024	BINT103851	H5-650	72	Inbound Staging	QDCIN1	Q220307
Jan 2024	BINT103857	78-7MF	66	Inbound Staging	QDCIN1	Q210110
Jan 2024	BINT103860	H6-750	66	Inbound Staging	QDCIN1	Q210418
Jan 2024	BINT103864	H6-750	66	Inbound Staging	QDCIN1	Q230322
Jan 2024	BINT103868	H6-750	66	Inbound Staging	QDCIN1	Q230321
Jan 2024	BINT103879	24BOX	18	Inbound Staging	QDCIN1	Q180240
Jan 2024	BINT103880	GENIUS1	12	Inbound Staging	QDCIN1	Q270126
Jan 2024	BINT103881	GENIUS2	18	Inbound Staging	QDCIN1	Q270126
Jan 2024	BINT103882	GENIUS5	6	Inbound Staging	QDCIN1	Q270126
Jan 2024	BINT103883	GB70	8	Inbound Staging	QDCIN1	Q270126
Jan 2024	BINT103884	31BOX	18	Inbound Staging	QDCIN1	Q180239
Jan 2024	BINT103885	27BOX	24	Inbound Staging	QDCIN1	Q180238
Jan 2024	BINT103887	BKAMG-200	60	Inbound Staging	QDCIN1	Q270143
Jan 2024	BINT103888	5954-010F	4	Inbound Staging	QDCIN1	Q270143
Jan 2024	BINT103889	ECR1632	2	Inbound Staging	QDCIN1	Quebec DC
Jan 2024	BINT103890	L92	8	Inbound Staging	QDCIN1	Quebec DC
Jan 2024	BINT103891	L92BP2	2	Inbound Staging	QDCIN1	Quebec DC
Jan 2024	BINT103892	EL1CR2	2	Inbound Staging	QDCIN1	Quebec DC
Jan 2024	BINT103893	ECR1632	1	Inbound Staging	QDCIN1	Quebec DC
Jan 2024	BINT103895	LS14250	24	Inbound Staging	QDCIN1	Quebec DC
Jan 2024	BINT103896	912-9600	1	Inbound Staging	QDCIN1	Q170232
Jan 2024	BINT103897	PST-2000-12	5	Inbound Staging	QDCIN1	Q170232
Jan 2024	BINT103898	RC300	5	Inbound Staging	QDCIN1	Q170232
Jan 2024	BINT103901	809-0915	4	Inbound Staging	QDCIN1	Q270135
Jan 2024	BINT103902	IQ-4	4	Inbound Staging	QDCIN1	Q270135
Jan 2024	BINT103903	DLS-30	1	Inbound Staging	QDCIN1	Q270135
Jan 2024	BINT103904	DLS-45	1	Inbound Staging	QDCIN1	Q270135
Jan 2024	BINT103905	VEBPC120531104R	1	Inbound Staging	QDCIN1	Q270136
Jan 2024	BINT103906	DVR001	1	Inbound Staging	QDCIN1	Q270135
Jan 2024	BINT103907	IQ-AGM	1	Inbound Staging	QDCIN1	Q270135
Jan 2024	BINT103908	IQ-LIFEPO	1	Inbound Staging	QDCIN1	Q270135
Jan 2024	BINT103925	JCBS1	1250	Inbound Staging	QDCIN1	Quebec DC
Jan 2024	BINT103926	JCBT2	1250	Inbound Staging	QDCIN1	Quebec DC
Jan 2024	BINT103932	ODS-AGM8E	3	Inbound Staging	QDCIN1	Q270143
Jan 2024	BINT103933	PPS2LG	500	Inbound Staging	QDCIN1	Quebec DC
Jan 2024	BINT103689	EV12A-AM-VN	28	Inbound Staging	QDCIN1	Q250219
Jan 2024	BINT103690	EV12A-AM-VN	36	Inbound Staging	QDCIN1	Q250217
Jan 2024	BINT103691	EV12A-AM-VN	8	Inbound Staging	QDCIN1	Q250219
Jan 2024	BINT103692	EV12A-AM-VN	36	Inbound Staging	QDCIN1	Q250216
Jan 2024	BINT103693	EV12A-AM-VN	36	Inbound Staging	QDCIN1	Q250309
Jan 2024	BINT103694	EV12A-AM-VN	36	Inbound Staging	QDCIN1	Q250302
Jan 2024	BINT103695	EV12A-AM-VN	36	Inbound Staging	QDCIN1	Q250209
Jan 2024	BINT103696	EFB4D	2	Inbound Staging	QDCIN2	Q250123
Jan 2024	BINT103697	78DT-7MF	66	Inbound Staging	QDCIN1	Q210301
Jan 2024	BINT103698	78DT-7MF	66	Inbound Staging	QDCIN1	Q210403
Jan 2024	BINT103699	75DT-4	72	Inbound Staging	QDCIN1	Q210321
Jan 2024	BINT103700	26R-6MF	84	Inbound Staging	QDCIN1	Q190238
Jan 2024	BINT103701	78-6	66	Inbound Staging	QDCIN1	Q210422
Jan 2024	BINT103702	124R-6	66	Inbound Staging	QDCIN1	Q190404
Jan 2024	BINT103703	121R-6	66	Inbound Staging	QDCIN1	Q190406
Jan 2024	BINT103704	124R-6	66	Inbound Staging	QDCIN1	Q190410
Jan 2024	BINT103705	24DC	66	Inbound Staging	QDCIN1	Q190324
Jan 2024	BINT103706	RV24	66	Inbound Staging	QDCIN1	Q210445
Jan 2024	BINT103707	78-7MF	66	Inbound Staging	QDCIN1	Q210404
Jan 2024	BINT103708	124R-6	66	Inbound Staging	QDCIN1	Q190411
Jan 2024	BINT103709	RV24	66	Inbound Staging	QDCIN1	Q210446
Jan 2024	BINT103710	75DT-7MF	72	Inbound Staging	QDCIN1	Q210405
Jan 2024	BINT103711	121R-6	66	Inbound Staging	QDCIN1	Q190201
Jan 2024	BINT103712	RV24	66	Inbound Staging	QDCIN1	Q210447
Jan 2024	BINT103713	RV24	66	Inbound Staging	QDCIN1	Q210448
Jan 2024	BINT103714	XN320010	249.3408	Inbound Staging	QDCIN2	Q270139
Jan 2024	BINT103718	101-6	6	Inbound Staging	QDCIN1	Q190102
Jan 2024	BINT103719	8020-164	50	Inbound Staging	QDCIN1	Q260215
Jan 2024	BINT103720	H9AGM	45	Inbound Staging	QDCIN1	Q220224
Jan 2024	BINT103721	H5AGM	72	Inbound Staging	QDCIN1	Q220113
Jan 2024	BINT103722	H6AGM	66	Inbound Staging	QDCIN1	Q220117
Jan 2024	BINT103723	H8AGM	40	Inbound Staging	QDCIN1	Q220125
Jan 2024	BINT103724	H6AGM	66	Inbound Staging	QDCIN1	Q270208
Jan 2024	BINT103725	H6AGM	64	Inbound Staging	QDCIN1	Q270207
Jan 2024	BINT103726	H8AGM	45	Inbound Staging	QDCIN1	Q270209
Jan 2024	BINT103727	H5AGM	72	Inbound Staging	QDCIN1	Q270206
Jan 2024	BINT103728	H6AGM	66	Inbound Staging	QDCIN1	Q270205
Jan 2024	BINT103729	H8AGM	45	Inbound Staging	QDCIN1	Q270204
Jan 2024	BINT103730	H8AGM	45	Inbound Staging	QDCIN1	Q270203
Jan 2024	BINT103731	H5AGM	71	Inbound Staging	QDCIN1	Q270202
Jan 2024	BINT103732	H6AGM	66	Inbound Staging	QDCIN1	Q270201
Jan 2024	BINT103733	MC61762	4000	Inbound Staging	QDCIN2	Quebec DC
Jan 2024	BINT103734	ORANGELABEL	1000	Inbound Staging	QDCIN2	Quebec DC
Jan 2024	BINT103735	PINKLABEL	1000	Inbound Staging	QDCIN2	Quebec DC
Jan 2024	BINT103736	REDLABEL	1000	Inbound Staging	QDCIN2	Quebec DC
Jan 2024	BINT103737	YELLOWLABEL	2000	Inbound Staging	QDCIN2	Quebec DC
Jan 2024	BINT103738	TOFG31	5000	Inbound Staging	QDCIN2	Quebec DC
Jan 2024	BINT103739	UNIT2	6000	Inbound Staging	QDCIN2	Quebec DC
Jan 2024	BINT103740	UNIVS2	4000	Inbound Staging	QDCIN2	Quebec DC
Jan 2024	BINT103741	PPCOMG31	1250	Inbound Staging	QDCIN2	Quebec DC
Jan 2024	BINT103742	OVERPACK	1000	Inbound Staging	QDCIN2	Quebec DC
Jan 2024	BINT103743	CLASS82794	3000	Inbound Staging	QDCIN1	Quebec DC
Jan 2024	BINT103744	OVERPACK	1500	Inbound Staging	QDCIN1	Quebec DC
Jan 2024	BINT103745	EN93	72	Inbound Staging	QDCIN1	Quebec DC
Jan 2024	BINT103785	CEG31	9500	Inbound Staging	QDCIN1	Quebec DC
Jan 2024	BINT103787	FL007	5000	Inbound Staging	QDCIN1	Quebec DC
Jan 2024	BINT103788	PLACARDS	800	Inbound Staging	QDCIN1	Quebec DC
Jan 2024	BINT103789	REG31	4000	Inbound Staging	QDCIN1	Quebec DC
Jan 2024	BINT103792	UNICOMG31	4000	Inbound Staging	QDCIN1	Quebec DC
Jan 2024	BINT103798	CERVHW-36C	200	Inbound Staging	QDCIN1	Quebec DC
Jan 2024	BINT103799	CERVHW-36CFR	100	Inbound Staging	QDCIN1	Quebec DC
Jan 2024	BINT103800	CERVHW-60C	200	Inbound Staging	QDCIN1	Quebec DC
Jan 2024	BINT103801	CERVHW-60CFR	100	Inbound Staging	QDCIN1	Quebec DC
Jan 2024	BINT103806	BKG31	4000	Inbound Staging	QDCIN1	Quebec DC
Jan 2024	BINT103807	CCG31	4000	Inbound Staging	QDCIN1	Quebec DC
Jan 2024	BINT103808	CHARTREUSELABEL	500	Inbound Staging	QDCIN1	Quebec DC
Jan 2024	BINT103809	CLASS82800	500	Inbound Staging	QDCIN1	Quebec DC
Jan 2024	BINT103810	CLASS8GENERIC	500	Inbound Staging	QDCIN1	Quebec DC
Jan 2024	BINT103811	FLG31	990	Inbound Staging	QDCIN1	Quebec DC
Jan 2024	BINT103812	PTCOMG31	2000	Inbound Staging	QDCIN1	Quebec DC
Jan 2024	BINT103813	ODX-AGM34M	3	Inbound Staging	QDCIN1	Q270225
Jan 2024	BINT103815	RRG31	3000	Inbound Staging	QDCIN1	Quebec DC
Jan 2024	BINT103816	TKET1	2500	Inbound Staging	QDCIN1	Quebec DC
Jan 2024	BINT103818	UNICOMT8	1000	Inbound Staging	QDCIN1	Quebec DC
Jan 2024	BINT103567	BKAMG-300	100	Inbound Staging	QDCIN1	Quebec DC
Jan 2024	BINT103571	31S-9	60	Inbound Staging	QDCIN1	Q170312
Jan 2024	BINT103572	31S-9	60	Inbound Staging	QDCIN1	Q170313
Jan 2024	BINT103573	31S-9	60	Inbound Staging	QDCIN1	Q170314
Jan 2024	BINT103574	31S-9	60	Inbound Staging	QDCIN1	Q170315
Jan 2024	BINT103575	31S-9	60	Inbound Staging	QDCIN1	Q170316
Jan 2024	BINT103576	31S-9	60	Inbound Staging	QDCIN1	Q170318
Jan 2024	BINT103577	31S-9	60	Inbound Staging	QDCIN1	Q170319
Jan 2024	BINT103578	31S-9	60	Inbound Staging	QDCIN1	Q170320
Jan 2024	BINT103579	31S-9	60	Inbound Staging	QDCIN1	Q170321
Jan 2024	BINT103580	31S-9	60	Inbound Staging	QDCIN1	Q170322
Jan 2024	BINT103581	31S-9	60	Inbound Staging	QDCIN1	Q170323
Jan 2024	BINT103582	31S-9	60	Inbound Staging	QDCIN1	Q170324
Jan 2024	BINT103583	31S-9	60	Inbound Staging	QDCIN1	Q170329
Jan 2024	BINT103584	31S-9	60	Inbound Staging	QDCIN1	Q170330
Jan 2024	BINT103585	31S-9	60	Inbound Staging	QDCIN1	Q170331
Jan 2024	BINT103586	31S-9	60	Inbound Staging	QDCIN1	Q170332
Jan 2024	BINT103587	31S-9	60	Inbound Staging	QDCIN1	Q170333
Jan 2024	BINT103588	31S-9	60	Inbound Staging	QDCIN1	Q170334
Jan 2024	BINT103589	31S-9	60	Inbound Staging	QDCIN1	Q170336
Jan 2024	BINT103590	31S-9	60	Inbound Staging	QDCIN1	Q170337
Jan 2024	BINT103591	31S-9	60	Inbound Staging	QDCIN1	Q170338
Jan 2024	BINT103592	31S-9	60	Inbound Staging	QDCIN1	Q170339
Jan 2024	BINT103593	PLACARDS	1400	Inbound Staging	QDCIN2	Quebec DC
Jan 2024	BINT103594	31S-9	60	Inbound Staging	QDCIN1	Q170340
Jan 2024	BINT103595	31S-9	60	Inbound Staging	QDCIN1	Q170341
Jan 2024	BINT103596	31S-9	60	Inbound Staging	QDCIN1	Q170342
Jan 2024	BINT103597	31S-9	60	Inbound Staging	QDCIN1	Q170343
Jan 2024	BINT103598	31S-9	60	Inbound Staging	QDCIN1	Q170344
Jan 2024	BINT103599	31S-9	60	Inbound Staging	QDCIN1	Q170346
Jan 2024	BINT103600	31S-9	60	Inbound Staging	QDCIN1	Q170347
Jan 2024	BINT103601	31S-9	60	Inbound Staging	QDCIN1	Q170348
Jan 2024	BINT103602	31S-9	60	Inbound Staging	QDCIN1	Q170349
Jan 2024	BINT103603	31S-9	60	Inbound Staging	QDCIN1	Q170350
Jan 2024	BINT103604	31S-9	60	Inbound Staging	QDCIN1	Q170351
Jan 2024	BINT103605	31S-9	60	Inbound Staging	QDCIN1	Q170352
Jan 2024	BINT103606	31S-9	60	Inbound Staging	QDCIN1	Q170353
Jan 2024	BINT103607	31S-9	60	Inbound Staging	QDCIN1	Q170354
Jan 2024	BINT103608	D1250F2	30	Inbound Staging	QDCIN2	Q180123
Jan 2024	BINT103609	MBTX4U	2	Inbound Staging	QDCIN2	Q170101
Jan 2024	BINT103610	MBTX12U	8	Inbound Staging	QDCIN2	Q170103
Jan 2024	BINT103612	CB16L-B	2	Inbound Staging	QDCIN2	Q230141
Jan 2024	BINT103613	CB4L-A	2	Inbound Staging	QDCIN2	Q260144
Jan 2024	BINT103614	PS-1212F1	20	Inbound Staging	QDCIN2	Q260144
Jan 2024	BINT103615	PS-1220	30	Inbound Staging	QDCIN2	Q260144
Jan 2024	BINT103622	31S-9	60	Inbound Staging	QDCIN2	Q170449
Jan 2024	BINT103623	31S-9	60	Inbound Staging	QDCIN2	Q170448
Jan 2024	BINT103624	31S-9	60	Inbound Staging	QDCIN2	Q170301
Jan 2024	BINT103625	31S-9	60	Inbound Staging	QDCIN2	Q170302
Jan 2024	BINT103626	31S-9	60	Inbound Staging	QDCIN2	Q170303
Jan 2024	BINT103627	31S-9	60	Inbound Staging	QDCIN2	Q170304
Jan 2024	BINT103628	31S-9	60	Inbound Staging	QDCIN2	Q170304
Jan 2024	BINT103629	31S-9	60	Inbound Staging	QDCIN2	Q170306
Jan 2024	BINT103630	31S-9	60	Inbound Staging	QDCIN2	Q170308
Jan 2024	BINT103631	31S-9	60	Inbound Staging	QDCIN2	Q170309
Jan 2024	BINT103632	31S-9	60	Inbound Staging	QDCIN2	Q170310
